Activation, Learning Rate, Epochs, Hidden layers, Training Accuracy, Training Error, Test Accuracy, Test Error,
"Activation=logistic, LR=0.01, Epochs=200, Layers=3",0.873,0.127,0.877,0.123
"Activation=logistic, LR=0.1, Epochs=100, Layers=2",0.866,0.134,0.863,0.137
"Activation=logistic, LR=0.1, Epochs=100, Layers=3",0.875,0.125,0.873,0.127
"Activation=logistic, LR=0.1, Epochs=200, Layers=2",0.83,0.17,0.827,0.173
"Activation=logistic, LR=0.1, Epochs=200, Layers=3",0.914,0.086,0.906,0.094
"Activation=tanh, LR=0.01, Epochs=100, Layers=2",0.691,0.309,0.714,0.286
"Activation=tanh, LR=0.01, Epochs=100, Layers=3",0.849,0.151,0.848,0.152
"Activation=tanh, LR=0.01, Epochs=200, Layers=2",0.824,0.176,0.827,0.173
"Activation=tanh, LR=0.01, Epochs=200, Layers=3",0.889,0.111,0.883,0.117
"Activation=tanh, LR=0.1, Epochs=100, Layers=2",0.691,0.309,0.714,0.286
"Activation=tanh, LR=0.1, Epochs=100, Layers=3",0.832,0.168,0.827,0.173
"Activation=tanh, LR=0.1, Epochs=200, Layers=2",0.79,0.21,0.795,0.205
"Activation=tanh, LR=0.1, Epochs=200, Layers=3",0.864,0.136,0.864,0.136
"Activation=relu, LR=0.01, Epochs=100, Layers=2",0.824,0.176,0.825,0.175
"Activation=relu, LR=0.01, Epochs=100, Layers=3",0.831,0.169,0.824,0.176
"Activation=relu, LR=0.01, Epochs=200, Layers=2",0.879,0.121,0.877,0.123
"Activation=relu, LR=0.01, Epochs=200, Layers=3",0.882,0.118,0.877,0.123
"Activation=relu, LR=0.1, Epochs=100, Layers=2",0.799,0.201,0.788,0.212
"Activation=relu, LR=0.1, Epochs=100, Layers=3",0.799,0.201,0.786,0.214
"Activation=relu, LR=0.1, Epochs=200, Layers=2",0.786,0.214,0.776,0.224
"Activation=relu, LR=0.1, Epochs=200, Layers=3",0.934,0.066,0.932,0.068
------------------------------------------------------------------------------------
"Activation=logistic, LR=0.01, Epochs=100, Layers=2",0.83,0.17,0.772,0.228
"Activation=logistic, LR=0.01, Epochs=100, Layers=3",0.822,0.178,0.805,0.195
"Activation=logistic, LR=0.01, Epochs=200, Layers=2",0.86,0.14,0.815,0.185
"Activation=logistic, LR=0.01, Epochs=200, Layers=3",0.906,0.094,0.866,0.134
"Activation=logistic, LR=0.1, Epochs=100, Layers=2",0.844,0.156,0.801,0.199
"Activation=logistic, LR=0.1, Epochs=100, Layers=3",0.913,0.087,0.868,0.132
"Activation=logistic, LR=0.1, Epochs=200, Layers=2",0.852,0.148,0.822,0.178
"Activation=logistic, LR=0.1, Epochs=200, Layers=3",0.918,0.082,0.88,0.12
"Activation=tanh, LR=0.01, Epochs=100, Layers=2",0.847,0.153,0.811,0.189
"Activation=tanh, LR=0.01, Epochs=100, Layers=3",0.798,0.202,0.754,0.246
"Activation=tanh, LR=0.01, Epochs=200, Layers=2",0.798,0.202,0.76,0.24
"Activation=tanh, LR=0.01, Epochs=200, Layers=3",0.863,0.137,0.822,0.178
"Activation=tanh, LR=0.1, Epochs=100, Layers=2",0.704,0.296,0.695,0.305
"Activation=tanh, LR=0.1, Epochs=100, Layers=3",0.843,0.157,0.837,0.163
"Activation=tanh, LR=0.1, Epochs=200, Layers=2",0.798,0.202,0.79,0.21
"Activation=tanh, LR=0.1, Epochs=200, Layers=3",0.895,0.105,0.861,0.139
"Activation=relu, LR=0.01, Epochs=100, Layers=2",0.704,0.296,0.695,0.305
"Activation=relu, LR=0.01, Epochs=100, Layers=3",0.842,0.158,0.829,0.171
"Activation=relu, LR=0.01, Epochs=200, Layers=2",0.818,0.182,0.78,0.22
"Activation=relu, LR=0.01, Epochs=200, Layers=3",0.897,0.103,0.868,0.132
"Activation=relu, LR=0.1, Epochs=100, Layers=2",0.889,0.111,0.848,0.152
"Activation=relu, LR=0.1, Epochs=100, Layers=3",0.796,0.204,0.741,0.259
"Activation=relu, LR=0.1, Epochs=200, Layers=2",0.794,0.206,0.76,0.24
"Activation=relu, LR=0.1, Epochs=200, Layers=3",0.794,0.206,0.741,0.259
------------------------------------------------------------------------------------
"Activation=logistic, LR=0.01, Epochs=100, Layers=2",0.779,0.221,0.78,0.22
"Activation=logistic, LR=0.01, Epochs=100, Layers=3",0.836,0.164,0.832,0.168
"Activation=logistic, LR=0.01, Epochs=200, Layers=2",0.833,0.167,0.821,0.179
"Activation=logistic, LR=0.01, Epochs=200, Layers=3",0.846,0.154,0.825,0.175
"Activation=logistic, LR=0.1, Epochs=100, Layers=2",0.867,0.133,0.84,0.16
"Activation=logistic, LR=0.1, Epochs=100, Layers=3",0.879,0.121,0.874,0.126
"Activation=logistic, LR=0.1, Epochs=200, Layers=2",0.842,0.158,0.838,0.162
"Activation=logistic, LR=0.1, Epochs=200, Layers=3",0.906,0.094,0.887,0.113
"Activation=tanh, LR=0.01, Epochs=100, Layers=2",0.816,0.184,0.828,0.172
"Activation=tanh, LR=0.01, Epochs=100, Layers=3",0.831,0.169,0.828,0.172
"Activation=tanh, LR=0.01, Epochs=200, Layers=2",0.828,0.172,0.832,0.168
"Activation=tanh, LR=0.01, Epochs=200, Layers=3",0.827,0.173,0.822,0.178
"Activation=tanh, LR=0.1, Epochs=100, Layers=2",0.783,0.217,0.782,0.218
"Activation=tanh, LR=0.1, Epochs=100, Layers=3",0.836,0.164,0.827,0.173
"Activation=tanh, LR=0.1, Epochs=200, Layers=2",0.786,0.214,0.777,0.223
"Activation=tanh, LR=0.1, Epochs=200, Layers=3",0.821,0.179,0.805,0.195
"Activation=relu, LR=0.01, Epochs=100, Layers=2",0.829,0.171,0.829,0.171
"Activation=relu, LR=0.01, Epochs=100, Layers=3",0.806,0.194,0.808,0.192
"Activation=relu, LR=0.01, Epochs=200, Layers=2",0.892,0.108,0.871,0.129
"Activation=relu, LR=0.01, Epochs=200, Layers=3",0.83,0.17,0.828,0.172
"Activation=relu, LR=0.1, Epochs=100, Layers=2",0.847,0.153,0.84,0.16
"Activation=relu, LR=0.1, Epochs=100, Layers=3",0.799,0.201,0.783,0.217
"Activation=relu, LR=0.1, Epochs=200, Layers=2",0.779,0.221,0.789,0.211
"Activation=relu, LR=0.1, Epochs=200, Layers=3",0.896,0.104,0.87,0.13
